truck_id,timestamp,longitude,latitude,speed_kmh
tr1,2024-09-01 00:14:30,116.3029,39.8,37.5849260180473
tr1,2024-09-01 00:15:00,116.303,39.8,47.84988560522277
tr1,2024-09-01 00:15:30,116.3031,39.8,32.561509901692304
tr1,2024-09-01 00:16:00,116.3032,39.8,31.926543625570776
tr1,2024-09-01 00:16:30,116.3033,39.8,30.117363630512735
tr1,2024-09-01 00:17:00,116.3034,39.8,38.695876535452975
tr1,2024-09-01 00:17:30,116.3035,39.8,41.77383375632535
tr1,2024-09-01 00:18:00,116.3036,39.8,34.31631525407075
tr1,2024-09-01 00:18:30,116.30369999999999,39.8,29.959061138224833
tr1,2024-09-01 00:19:00,116.3038,39.8,30.053112705852563
tr1,2024-09-01 00:19:30,116.3039,39.8,38.90355672694821
tr1,2024-09-01 00:20:00,116.304,39.8,39.45952502722065
tr1,2024-09-01 00:20:30,116.30409999999999,39.8,38.25892560983117
tr1,2024-09-01 00:21:00,116.3042,39.8,31.006941756267835
tr1,2024-09-01 00:21:30,116.3043,39.8,36.39296793840032
tr1,2024-09-01 00:22:00,116.3044,39.8,35.70011485484437
tr1,2024-09-01 00:22:30,116.30449999999999,39.8,36.31213158037408
tr1,2024-09-01 00:23:00,116.3046,39.8,40.228572667689136
tr1,2024-09-01 00:23:30,116.3047,39.8,36.34157329264809
tr1,2024-09-01 00:24:00,116.3048,39.8,39.07348137843137
tr1,2024-09-01 00:24:30,116.3049,39.8,35.40547441693335
tr1,2024-09-01 00:25:00,116.30499999999999,39.8,36.7347163921399
tr1,2024-09-01 00:25:30,116.3051,39.8,38.787729355031246
tr1,2024-09-01 00:26:00,116.3052,39.8,26.257065080866
tr1,2024-09-01 00:26:30,116.3053,39.8,33.081972701856195
tr1,2024-09-01 00:27:00,116.30539999999999,39.8,32.17776407424323
tr1,2024-09-01 00:27:30,116.3055,39.8,31.16673291053995
tr1,2024-09-01 00:28:00,116.3056,39.8,33.349146492639896
tr1,2024-09-01 00:28:30,116.3057,39.8,43.96964786740638
tr1,2024-09-01 00:29:00,116.30579999999999,39.8,29.80501330584054
tr1,2024-09-01 00:29:30,116.3059,39.8,40.809670127548884
tr1,2024-09-01 00:30:00,116.306,39.8,24.90278137030517
tr1,2024-09-01 00:30:30,116.3061,39.8,0.6995344910042676
tr1,2024-09-01 00:31:00,116.3062,39.8,0.8488259195315018
tr1,2024-09-01 00:31:30,116.3063,39.8,0.9758666994077835
tr1,2024-09-01 00:32:00,116.3064,39.8,1.0133679739378565
tr1,2024-09-01 00:32:30,116.3065,39.8,1.0380041705599776
tr1,2024-09-01 00:33:00,116.3066,39.8,0.6953824783254687
tr1,2024-09-01 00:33:30,116.30669999999999,39.8,0.6612944622006299
tr1,2024-09-01 00:34:00,116.3068,39.8,1.0573927643771461
tr1,2024-09-01 00:34:30,116.3069,39.8,0.7426087025355156
tr1,2024-09-01 00:35:00,116.307,39.8,0.4172941029986235
tr1,2024-09-01 00:35:30,116.30709999999999,39.8,0.4600138357989559
tr1,2024-09-01 00:36:00,116.3072,39.8,0.5241643141995167
tr1,2024-09-01 00:36:30,116.3073,39.8,0.9491482232161292
tr1,2024-09-01 00:37:00,116.3074,39.8,0.8427277208211696
tr1,2024-09-01 00:37:30,116.30749999999999,39.8,1.0071456062203306
tr1,2024-09-01 00:38:00,116.3076,39.8,0.6718242060990398
tr1,2024-09-01 00:38:30,116.3077,39.8,0.8475619073230143
tr1,2024-09-01 00:39:00,116.3078,39.8,0.9876771181902011
tr1,2024-09-01 00:39:30,116.3079,39.8,0.7071960380839285
tr1,2024-09-01 00:40:00,116.30799999999999,39.8,37.74065142534447
tr1,2024-09-01 00:40:30,116.3081,39.8,31.028444353600094
tr1,2024-09-01 00:41:00,116.3082,39.8,32.82167692060957
tr1,2024-09-01 00:41:30,116.3083,39.8,32.70957263601002
tr1,2024-09-01 00:42:00,116.30839999999999,39.8,27.824962126465763
tr1,2024-09-01 00:42:30,116.3085,39.8,37.92183488471349
tr1,2024-09-01 00:43:00,116.3086,39.8,32.18358595878366
tr1,2024-09-01 00:43:30,116.3087,39.8,35.074964712366125
tr1,2024-09-01 00:44:00,116.30879999999999,39.8,37.88447995343545
tr1,2024-09-01 00:44:30,116.3089,39.8,37.679187056179664
tr1,2024-09-01 00:45:00,116.309,39.8,38.99231065383672
tr1,2024-09-01 00:45:30,116.3091,39.8,34.40908709294346
tr1,2024-09-01 00:46:00,116.3092,39.8,32.46021012773508
tr1,2024-09-01 00:46:30,116.3093,39.8,34.5216907345616
tr1,2024-09-01 00:47:00,116.3094,39.8,24.875993396251822
tr1,2024-09-01 00:47:30,116.3095,39.8,26.317325165461476
tr1,2024-09-01 00:48:00,116.3096,39.8,27.063802325873585
tr1,2024-09-01 00:48:30,116.30969999999999,39.8,29.01651903439111
tr1,2024-09-01 00:49:00,116.3098,39.8,37.39864536034062
tr1,2024-09-01 00:49:30,116.3099,39.8,29.567125667839633
